Linux 3.10.0-327.13.1.el7.x86_64 (ip-192-168-1-252.us-west-2.compute.internal) 	04/21/2016 	_x86_64_	(32 CPU)

10:52:53 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:52:54 PM     all      0.03      0.00      0.03      0.00      0.00     99.94
10:52:55 PM     all     34.22      0.00      2.11      0.00      0.03     63.63
10:52:56 PM     all     95.12      0.00      4.13      0.00      0.00      0.75
10:52:57 PM     all     95.22      0.00      4.75      0.00      0.00      0.03
10:52:58 PM     all     94.91      0.00      5.09      0.00      0.00      0.00
10:52:59 PM     all     94.21      0.00      5.76      0.00      0.00      0.03
10:53:00 PM     all     93.47      0.00      6.50      0.00      0.00      0.03
10:53:01 PM     all     92.47      0.00      7.50      0.00      0.00      0.03
10:53:02 PM     all     90.14      0.00      9.55      0.00      0.00      0.31
10:53:03 PM     all     87.17      0.00     11.98      0.00      0.03      0.82
10:53:04 PM     all     69.71      0.00     10.49      0.00      0.17     19.63
10:53:05 PM     all      0.91      0.00      2.35      0.00      0.30     96.44
10:53:06 PM     all      0.84      0.00      2.36      0.00      0.34     96.46
10:53:07 PM     all      0.76      0.00      2.02      0.00      0.34     96.87
10:53:08 PM     all      0.80      0.00      2.09      0.00      0.34     96.76
10:53:09 PM     all      0.76      0.00      2.02      0.00      0.31     96.91
10:53:10 PM     all      0.72      0.00      2.09      0.00      0.34     96.84
10:53:11 PM     all      0.72      0.00      2.24      0.00      0.34     96.69
10:53:12 PM     all      0.76      0.00      1.91      0.00      0.34     96.99
10:53:13 PM     all      0.65      0.00      2.14      0.00      0.34     96.87
10:53:14 PM     all      0.73      0.00      2.10      0.00      0.34     96.83
10:53:15 PM     all      0.76      0.00      2.06      0.00      0.34     96.83
10:53:16 PM     all      0.80      0.00      2.02      0.00      0.34     96.83
10:53:17 PM     all      0.80      0.00      1.98      0.00      0.38     96.84
10:53:18 PM     all      0.72      0.00      2.06      0.00      0.30     96.91
10:53:19 PM     all      0.80      0.00      2.10      0.00      0.38     96.72
10:53:20 PM     all      0.69      0.00      1.98      0.00      0.34     96.99
10:53:21 PM     all      0.73      0.00      2.25      0.00      0.34     96.68
10:53:22 PM     all      0.88      0.00      2.32      0.00      0.30     96.50
10:53:23 PM     all      0.76      0.00      1.80      0.00      0.34     97.10
10:53:24 PM     all      0.72      0.00      1.90      0.00      0.34     97.03
10:53:25 PM     all      0.73      0.00      1.72      0.00      0.34     97.21
10:53:26 PM     all      0.73      0.00      2.14      0.00      0.31     96.83
10:53:27 PM     all      0.80      0.00      2.02      0.00      0.31     96.87
10:53:28 PM     all      0.84      0.00      2.17      0.00      0.34     96.65
10:53:29 PM     all      0.72      0.00      1.94      0.00      0.30     97.03
10:53:30 PM     all      5.27      0.00      2.71      0.00      0.38     91.64
10:53:31 PM     all      5.79      0.00      3.12      0.00      0.30     90.79
10:53:32 PM     all      4.47      0.00      2.25      0.00      0.38     92.90
10:53:33 PM     all      2.09      0.00      2.17      0.00      0.34     95.40
10:53:34 PM     all      5.29      0.00      2.74      0.00      0.30     91.67
10:53:35 PM     all     13.80      0.00      3.26      0.00      0.38     82.56
10:53:36 PM     all     17.27      0.00      3.52      0.00      0.35     78.86
10:53:37 PM     all     15.35      0.00      3.63      0.00      0.42     80.60
10:53:38 PM     all     17.65      0.00      3.70      0.00      0.35     78.30
10:53:39 PM     all     17.53      0.00      3.78      0.00      0.42     78.27
10:53:40 PM     all     25.03      0.00      5.65      0.00      0.38     68.94
10:53:41 PM     all     17.09      0.00      4.61      0.00      0.34     77.96
10:53:42 PM     all     19.60      0.00      4.65      0.00      0.42     75.33
10:53:43 PM     all     31.91      0.00      6.85      0.00      0.38     60.86
10:53:44 PM     all     43.32      0.00      9.03      0.00      0.45     47.21
10:53:45 PM     all     26.28      0.00      5.75      0.00      0.42     67.54
10:53:46 PM     all     52.01      0.00     10.77      0.00      0.40     36.81
10:53:47 PM     all     74.34      0.00     11.96      0.00      0.20     13.50
10:53:48 PM     all     85.27      0.00     11.26      0.00      0.06      3.40
10:53:49 PM     all     85.94      0.00     11.44      0.00      0.03      2.59
10:53:50 PM     all     85.31      0.00     11.35      0.00      0.06      3.27
10:53:51 PM     all     36.32      0.00      7.71      0.00      0.29     55.68
10:53:52 PM     all      3.70      0.00      2.32      0.00      0.34     93.64
10:53:53 PM     all      2.44      0.00      2.36      0.00      0.34     94.86
10:53:54 PM     all      0.84      0.00      2.21      0.00      0.30     96.65
10:53:55 PM     all      0.80      0.00      2.09      0.00      0.34     96.77
10:53:56 PM     all      0.87      0.00      2.32      0.00      0.34     96.47
10:53:57 PM     all      0.83      0.00      2.28      0.00      0.30     96.58
10:53:58 PM     all      0.87      0.00      2.20      0.00      0.30     96.62
10:53:59 PM     all      1.44      0.00      2.13      0.00      0.34     96.09
10:54:00 PM     all      4.00      0.00      3.81      0.00      0.38     91.81
10:54:01 PM     all      1.93      0.00      2.28      0.00      0.34     95.45
10:54:02 PM     all      2.47      0.00      2.17      0.00      0.30     95.05
10:54:03 PM     all      0.99      0.00      2.16      0.00      0.34     96.51
10:54:04 PM     all      1.06      0.00      2.43      0.00      0.34     96.17
10:54:05 PM     all      3.30      0.00      2.69      0.00      0.34     93.67
10:54:06 PM     all      3.65      0.00      2.89      0.00      0.34     93.11
10:54:07 PM     all      0.98      0.00      2.46      0.00      0.38     96.17
10:54:08 PM     all      0.87      0.00      2.24      0.00      0.30     96.59
10:54:09 PM     all      1.02      0.00      2.68      0.00      0.34     95.97
10:54:10 PM     all      2.43      0.00      2.24      0.00      0.34     94.98
10:54:11 PM     all      1.79      0.00      2.40      0.00      0.34     95.47
10:54:12 PM     all      0.95      0.00      2.38      0.00      0.34     96.33
10:54:13 PM     all      1.36      0.00      2.58      0.00      0.34     95.72
10:54:14 PM     all      2.64      0.00      2.18      0.00      0.34     94.84
10:54:15 PM     all      5.36      0.00      2.41      0.00      0.34     91.89
10:54:16 PM     all      1.06      0.00      2.28      0.00      0.34     96.32
10:54:17 PM     all      3.27      0.00      2.32      0.00      0.34     94.08
10:54:18 PM     all      7.98      0.00      2.89      0.00      0.34     88.79
10:54:19 PM     all      7.96      0.00      3.05      0.00      0.38     88.62
10:54:20 PM     all      5.27      0.00      2.65      0.00      0.34     91.74
10:54:21 PM     all     18.94      0.00      4.56      0.00      0.42     76.07
10:54:22 PM     all     25.93      0.00      5.41      0.00      0.35     68.32
10:54:23 PM     all     13.49      0.00      3.85      0.00      0.38     82.28
10:54:24 PM     all     18.60      0.00      5.35      0.00      0.38     75.67
10:54:25 PM     all     27.84      0.00      5.35      0.00      0.42     66.39
10:54:26 PM     all     21.29      0.00      5.74      0.00      0.38     72.59
10:54:27 PM     all     16.69      0.00      4.67      0.00      0.38     78.27
10:54:28 PM     all     22.73      0.00      4.77      0.00      0.42     72.08
10:54:29 PM     all     28.17      0.00      6.39      0.00      0.38     65.06
10:54:30 PM     all     32.31      0.00      7.30      0.00      0.38     60.02
10:54:31 PM     all     18.60      0.00      4.86      0.00      0.38     76.16
10:54:32 PM     all     45.48      0.00      9.30      0.00      0.41     44.81
10:54:33 PM     all     44.98      0.00      8.94      0.00      0.38     45.70
10:54:34 PM     all     65.26      0.00     11.34      0.00      0.32     23.07
10:54:35 PM     all     61.05      0.00     11.23      0.00      0.29     27.44
10:54:36 PM     all     39.05      0.00      7.67      0.00      0.42     52.87
10:54:37 PM     all     33.65      0.00      6.79      0.00      0.38     59.18
10:54:38 PM     all     25.68      0.00      5.82      0.00      0.38     68.12
10:54:39 PM     all     16.23      0.00      4.01      0.00      0.34     79.41
10:54:40 PM     all      1.09      0.00      2.74      0.00      0.38     95.80
10:54:41 PM     all      1.13      0.00      2.60      0.00      0.30     95.96
10:54:42 PM     all      1.13      0.00      2.75      0.00      0.30     95.82
10:54:43 PM     all      1.28      0.00      2.55      0.00      0.30     95.87
10:54:44 PM     all      5.15      0.00      3.57      0.00      0.34     90.93
10:54:45 PM     all      2.81      0.00      3.18      0.00      0.30     93.71
10:54:46 PM     all      1.09      0.00      2.33      0.00      0.34     96.23
10:54:47 PM     all      1.16      0.00      2.70      0.00      0.30     95.84
10:54:48 PM     all      4.06      0.00      2.97      0.00      0.30     92.66
10:54:49 PM     all      2.75      0.00      2.90      0.00      0.34     94.01
