Linux 3.10.0-327.13.1.el7.x86_64 (ip-192-168-1-252.us-west-2.compute.internal) 	04/21/2016 	_x86_64_	(32 CPU)

09:39:39 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:39:40 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
09:39:41 PM     all     41.23      0.00      8.11      0.00      0.03     50.63
09:39:42 PM     all     59.11      0.00     14.15      0.00      0.42     26.32
09:39:43 PM     all     59.50      0.00     18.99      0.00      0.44     21.07
09:39:44 PM     all     55.13      0.00     17.91      0.00      0.24     26.72
09:39:45 PM     all      0.11      0.00      0.60      0.00      0.25     99.04
09:39:46 PM     all      0.11      0.00      0.60      0.00      0.28     99.01
09:39:47 PM     all      0.07      0.00      0.57      0.00      0.25     99.11
09:39:48 PM     all      0.11      0.00      0.53      0.00      0.32     99.04
09:39:49 PM     all      0.11      0.00      0.60      0.00      0.25     99.04
09:39:50 PM     all      0.07      0.00      0.64      0.00      0.28     99.01
09:39:51 PM     all      0.11      0.00      0.50      0.00      0.28     99.11
09:39:52 PM     all      0.07      0.00      0.57      0.00      0.32     99.04
09:39:53 PM     all      0.21      0.00      1.03      0.00      0.25     98.51
09:39:54 PM     all      0.11      0.00      0.64      0.00      0.21     99.04
09:39:55 PM     all      0.18      0.00      0.74      0.00      0.32     98.76
09:39:56 PM     all      0.07      0.00      0.64      0.00      0.32     98.97
09:39:57 PM     all      0.07      0.00      0.71      0.00      0.25     98.97
09:39:58 PM     all      0.14      0.00      0.60      0.00      0.25     99.01
09:39:59 PM     all      0.11      0.00      0.64      0.00      0.28     98.97
09:40:00 PM     all      0.14      0.00      0.67      0.00      0.32     98.87
09:40:01 PM     all      0.18      0.00      0.82      0.00      0.25     98.76
09:40:02 PM     all      0.14      0.00      0.60      0.00      0.28     98.97
09:40:03 PM     all      0.11      0.00      0.71      0.00      0.28     98.90
09:40:04 PM     all      0.11      0.00      0.74      0.00      0.32     98.83
09:40:05 PM     all      0.11      0.00      0.71      0.00      0.25     98.94
09:40:06 PM     all      0.14      0.00      0.67      0.00      0.28     98.90
09:40:07 PM     all      0.11      0.00      0.74      0.00      0.25     98.90
09:40:08 PM     all      0.11      0.00      0.92      0.00      0.28     98.69
09:40:09 PM     all      0.14      0.00      0.64      0.00      0.25     98.97
09:40:10 PM     all      0.07      0.00      0.71      0.00      0.28     98.93
09:40:11 PM     all      0.14      0.00      0.67      0.00      0.28     98.90
09:40:12 PM     all      0.07      0.00      0.67      0.00      0.28     98.97
09:40:13 PM     all      0.11      0.00      0.89      0.00      0.28     98.72
09:40:14 PM     all      0.11      0.00      0.71      0.00      0.25     98.93
09:40:15 PM     all      0.14      0.00      0.64      0.00      0.28     98.93
