Linux 3.10.0-327.13.1.el7.x86_64 (ip-192-168-1-252.us-west-2.compute.internal) 	04/22/2016 	_x86_64_	(32 CPU)

01:48:09 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:48:10 AM     all      0.00      0.00      0.00      0.00      0.00    100.00
01:48:11 AM     all      7.52      0.00      0.81      0.00      0.03     91.63
01:48:12 AM     all     91.96      0.00      4.06      0.00      0.00      3.97
01:48:13 AM     all     95.70      0.00      4.21      0.00      0.00      0.09
01:48:14 AM     all     95.09      0.00      4.88      0.00      0.00      0.03
01:48:15 AM     all     94.37      0.00      5.60      0.00      0.00      0.03
01:48:16 AM     all     93.75      0.00      6.25      0.00      0.00      0.00
01:48:17 AM     all     91.73      0.00      8.17      0.00      0.00      0.09
01:48:18 AM     all     91.71      0.00      8.23      0.00      0.00      0.06
01:48:19 AM     all     90.02      0.00      9.82      0.00      0.00      0.16
01:48:20 AM     all     82.53      0.00     12.66      0.00      0.10      4.71
01:48:21 AM     all     11.78      0.00      5.12      0.00      0.25     82.84
01:48:22 AM     all      2.76      0.00      4.07      0.00      0.21     92.95
01:48:23 AM     all      2.64      0.00      4.28      0.00      0.21     92.87
01:48:24 AM     all      2.70      0.00      3.88      0.00      0.21     93.20
01:48:25 AM     all      2.71      0.00      3.81      0.00      0.25     93.23
01:48:26 AM     all      2.61      0.00      3.72      0.00      0.21     93.46
01:48:27 AM     all      2.77      0.00      4.04      0.00      0.21     92.98
01:48:28 AM     all      2.46      0.00      4.10      0.00      0.21     93.22
01:48:29 AM     all      2.75      0.00      3.97      0.00      0.21     93.07
01:48:30 AM     all      2.54      0.00      3.69      0.00      0.25     93.52
01:48:31 AM     all      2.81      0.00      4.23      0.00      0.21     92.75
01:48:32 AM     all      2.73      0.00      4.53      0.00      0.21     92.53
01:48:33 AM     all      2.79      0.00      4.32      0.00      0.21     92.68
01:48:34 AM     all      2.55      0.00      4.53      0.00      0.21     92.71
01:48:35 AM     all      2.94      0.00      3.86      0.00      0.21     92.99
01:48:36 AM     all      3.01      0.00      4.36      0.00      0.21     92.41
01:48:37 AM     all      2.71      0.00      4.47      0.00      0.21     92.61
01:48:38 AM     all      3.03      0.00      4.30      0.00      0.21     92.46
01:48:39 AM     all      2.91      0.00      4.25      0.00      0.18     92.66
01:48:40 AM     all      2.84      0.00      4.57      0.00      0.25     92.34
01:48:41 AM     all      2.59      0.00      3.87      0.00      0.25     93.29
01:48:42 AM     all      3.13      0.00      4.50      0.00      0.18     92.19
01:48:43 AM     all      4.84      0.00      4.41      0.00      0.25     90.50
01:48:44 AM     all      3.05      0.00      4.71      0.00      0.21     92.03
01:48:45 AM     all      5.34      0.00      4.74      0.00      0.18     89.74
01:48:46 AM     all      6.13      0.00      5.67      0.00      0.25     87.95
01:48:47 AM     all      6.51      0.00      5.32      0.00      0.21     87.96
01:48:48 AM     all      5.65      0.00      4.49      0.00      0.21     89.66
01:48:49 AM     all      6.40      0.00      4.67      0.00      0.21     88.72
01:48:50 AM     all      6.52      0.00      5.01      0.00      0.21     88.26
